image_id,path,question,answer,difficulty
81sFvxfaQtL,c1/c14e2cca.jpg,How many days is the product warranty?,Zero,0
81sFvxfaQtL,c1/c14e2cca.jpg,What is the recommended way to wear these shoes without causing damage?,Shoe-horn,0
81sFvxfaQtL,c1/c14e2cca.jpg,What is the general lifestyle for these sandals?,Casual,0
81IxymwbMJL,fb/fba693e8.jpg,What is the primary material?,Hard,1
81IxymwbMJL,fb/fba693e8.jpg,What device is this a cover for?,Vivo,0
81IxymwbMJL,fb/fba693e8.jpg,What is the item's primary purpose?,Protection,1
81IxymwbMJL,fb/fba693e8.jpg,What physical feature is raised?,Bezel,1
81IxymwbMJL,fb/fba693e8.jpg,What is the design?,Wheel,0
71+apdUS4sL,c0/c0f87d7a.jpg,What is the heel's style?,Stiletto,1
71+apdUS4sL,c0/c0f87d7a.jpg,What is the shoe's toe shape?,Pointed,1
71+apdUS4sL,c0/c0f87d7a.jpg,What is the topline?,Shaped,2
71+apdUS4sL,c0/c0f87d7a.jpg,What is the shoe's closure?,Closed,0
71+apdUS4sL,c0/c0f87d7a.jpg,What is the shoe's color?,Blue,3
51ET1miOenL,60/60def30d.jpg,What phone is the case compatible with?,Poco,1
51ET1miOenL,60/60def30d.jpg,What is the background color?,Black,0
51ET1miOenL,60/60def30d.jpg,What word describes the fit?,Snug,1
51ET1miOenL,60/60def30d.jpg,What shape is the heart?,Valentine,1
51ET1miOenL,60/60def30d.jpg,How many people are in the silhouette?,Two,1
51sTvRclqUL,e5/e5fa644a.jpg,What is the primary color in the rainbow pattern?,Yellow,0
51sTvRclqUL,e5/e5fa644a.jpg,What type of plant is behind the sofa?,Fiddleleaf,1
51sTvRclqUL,e5/e5fa644a.jpg,How many pictures are hanging on the wall?,Two,0
51sTvRclqUL,e5/e5fa644a.jpg,What is supporting the lamp?,Tripod,0
51sTvRclqUL,e5/e5fa644a.jpg,What shape is the smaller table's top?,Square,1
71jvxFrGV+L,e5/e582c142.jpg,What is the seat height of this stool?,Twenty-nine,1
71jvxFrGV+L,e5/e582c142.jpg,How many days are free returns offered?,Thirty,0
71jvxFrGV+L,e5/e582c142.jpg,What is the stool's depth?,Nine-point-five,0
71jvxFrGV+L,e5/e582c142.jpg,What material is the stool constructed from?,Hardwoods,1
71jvxFrGV+L,e5/e582c142.jpg,What style is the stool ideal for?,Farmhouse,0
71I4OQnIj5L,ec/ec86f2c3.jpg,What fruit-bearing plant is depicted on the case?,Palm,0
71I4OQnIj5L,ec/ec86f2c3.jpg,What color is the case?,Orange,1
71I4OQnIj5L,ec/ec86f2c3.jpg,What is the device the case is for?,iPhone,0
71I4OQnIj5L,ec/ec86f2c3.jpg,How many trees are depicted?,Two,1
71I4OQnIj5L,ec/ec86f2c3.jpg,What part of the phone is protected by the bezel?,Camera,1
71Xn4geRl7L,02/022856e6.jpg,What shape are the center stones?,Oval,1
71Xn4geRl7L,02/022856e6.jpg,What number is visible on the ring shank?,925,0
71Xn4geRl7L,02/022856e6.jpg,What is the ring's overall color?,Silver,0
71Xn4geRl7L,02/022856e6.jpg,What type of jewelry is pictured?,Ring,1
71Xn4geRl7L,02/022856e6.jpg,What adjective describes the stones?,Sparkling,0
A10gohR1U9L,a2/a2b42673.jpg,What material is shown?,Leather,1
A10gohR1U9L,a2/a2b42673.jpg,What country is the origin?,China,0
A10gohR1U9L,a2/a2b42673.jpg,What is the described color?,Brown,1
A10gohR1U9L,a2/a2b42673.jpg,Is assembly necessary?,,0
A10gohR1U9L,a2/a2b42673.jpg,What is the texture's appearance?,Grainy,1
717HU4yTJDL,dc/dc23ab80.jpg,What is the net weight of the trail mix in ounces?,Sixteen,0
717HU4yTJDL,dc/dc23ab80.jpg,What kind of ship is pictured on the packaging?,Sailboat,0
717HU4yTJDL,dc/dc23ab80.jpg,What brand is the trail mix?,365,1
717HU4yTJDL,dc/dc23ab80.jpg,What word describes the type of hunt advertised?,Treasure,1
717HU4yTJDL,dc/dc23ab80.jpg,What food category is this product?,Trailmix,0
71n6Lwqp+HL,50/50313c83.jpg,What material is the outer part made of?,COTTON,0
71n6Lwqp+HL,50/50313c83.jpg,What closure type is used?,Slip,0
71n6Lwqp+HL,50/50313c83.jpg,What heel type does the shoe have?,Flats,1
71n6Lwqp+HL,50/50313c83.jpg,What is the toe style?,Round,1
71n6Lwqp+HL,50/50313c83.jpg,How many days is the warranty?,Ninety,0
71bKjkq86DL,fc/fcd46caa.jpg,What bed sizes does the sheet fit?,King,1
71bKjkq86DL,fc/fcd46caa.jpg,What is the thread count?,Threehundred,0
71bKjkq86DL,fc/fcd46caa.jpg,What characteristic defines this sheet's softness?,Peach,0
71bKjkq86DL,fc/fcd46caa.jpg,What kind of fabric is it?,Percale,0
71bKjkq86DL,fc/fcd46caa.jpg,What is the recommended drying setting?,Low,0
616G-3PiqsL,7b/7b0a04c3.jpg,What brand is the mobile phone?,Motorola,0
616G-3PiqsL,7b/7b0a04c3.jpg,What is the overall design appearance?,Stylish,2
616G-3PiqsL,7b/7b0a04c3.jpg,What button does it have cut-outs for?,Volume,0
616G-3PiqsL,7b/7b0a04c3.jpg,What letter appears on the case?,Q,1
616G-3PiqsL,7b/7b0a04c3.jpg,How is the design described?,Unique,1
81f+YbuNZAL,cc/cc392414.jpg,What color is the shoe's sole?,White,0
81f+YbuNZAL,cc/cc392414.jpg,What type of fastener is above the laces?,Strap,1
81f+YbuNZAL,cc/cc392414.jpg,What brand is on the shoe?,Skechers,1
81f+YbuNZAL,cc/cc392414.jpg,What color are the laces?,Aqua,1
81f+YbuNZAL,cc/cc392414.jpg,What pattern is on the side of the shoe?,Floral,0
71W+2JhDlYL,58/58cbe3fd.jpg,What material is the sole possibly made of?,Crepe,0
71W+2JhDlYL,58/58cbe3fd.jpg,What closure does the shoe appear to utilize?,Velcro,0
71W+2JhDlYL,58/58cbe3fd.jpg,What is the general design pattern of the shoe?,Brogue,0
71W+2JhDlYL,58/58cbe3fd.jpg,What adjective best describes the color of the shoe?,Black,0
71W+2JhDlYL,58/58cbe3fd.jpg,How many straps are visible on the shoe?,One,0
61XaSxbZ5gL,ed/edfcf062.jpg,What color are the tassels?,Orange,0
61XaSxbZ5gL,ed/edfcf062.jpg,What kind of heel does the sandal have?,Minimalist,0
61XaSxbZ5gL,ed/edfcf062.jpg,What is the style of this shoe?,Slide,0
61XaSxbZ5gL,ed/edfcf062.jpg,What material is the sandal made of?,Suede,0
61XaSxbZ5gL,ed/edfcf062.jpg,What does the description say is rendered in orange?,Tassels,0
51i6GXo4YsL,3e/3ee4cdb2.jpg,What is the typical material of these envelopes?,Paper,1
51i6GXo4YsL,3e/3ee4cdb2.jpg,What is the visible color of the envelopes?,Tan,0
51i6GXo4YsL,3e/3ee4cdb2.jpg,How many envelopes are shown?,Two,2
51i6GXo4YsL,3e/3ee4cdb2.jpg,Where is the adhesive strip located on the back envelope?,Top,2
51i6GXo4YsL,3e/3ee4cdb2.jpg,What is often transported in this kind of container?,Mail,0
71CPqGokEqL,e5/e5ab73b1.jpg,What is the advertised material of the case?,Hard,3
71CPqGokEqL,e5/e5ab73b1.jpg,What device is this case designed for?,Oppo,1
71CPqGokEqL,e5/e5ab73b1.jpg,How many dimensions does the case design appear to have?,Three,0
71CPqGokEqL,e5/e5ab73b1.jpg,What is a listed feature relating to buttons and ports?,Cutouts,0
71CPqGokEqL,e5/e5ab73b1.jpg,What covers the device's back?,Case,1
8172LR9gR7L,05/053cbd45.jpg,What material is the back case described as?,Hard,0
8172LR9gR7L,05/053cbd45.jpg,Which phone model is this case designed for?,Lenovo,2
8172LR9gR7L,05/053cbd45.jpg,What kind of design does the case have?,Stylish,0
8172LR9gR7L,05/053cbd45.jpg,How is access to buttons and ports described?,Easy,1
8172LR9gR7L,05/053cbd45.jpg,What feature lifts the screen and camera?,Bezel,0
71hAI-yzOLL,c3/c36894e7.jpg,What brand is on the gauge?,AmazonBasics,1
71hAI-yzOLL,c3/c36894e7.jpg,What kind of light does it have?,LED,0
71hAI-yzOLL,c3/c36894e7.jpg,What color is the gauge?,Red,1
71hAI-yzOLL,c3/c36894e7.jpg,How many LR44 batteries are included?,Three,0
71hAI-yzOLL,c3/c36894e7.jpg,What material is it made of?,ABS,0
61WhyTwtZRL,05/05aba4e1.jpg,What precious stone is featured?,Diamond,0
61WhyTwtZRL,05/05aba4e1.jpg,What color is the ring band?,Rosegold,1
61WhyTwtZRL,05/05aba4e1.jpg,What shape is the primary gemstone?,Round,0
61WhyTwtZRL,05/05aba4e1.jpg,What type of jewelry is shown?,Ring,1
61WhyTwtZRL,05/05aba4e1.jpg,How many prongs are holding the stone?,Six,0
510rVBlOk7L,2e/2e10dfa4.jpg,What material is the latch bolt made from?,Alloy,0
510rVBlOk7L,2e/2e10dfa4.jpg,What color is the handle?,Black,0
510rVBlOk7L,2e/2e10dfa4.jpg,What brand offers the warranty?,AmazonBasics,0
510rVBlOk7L,2e/2e10dfa4.jpg,What is the shape of the faceplate?,Rounded,1
510rVBlOk7L,2e/2e10dfa4.jpg,How many keys are included?,Two,0
71ubkZBvGuL,7e/7e5773cc.jpg,What is the targeted phone model?,V5,0
71ubkZBvGuL,7e/7e5773cc.jpg,What color is dominant?,Yellow,0
71ubkZBvGuL,7e/7e5773cc.jpg,What part does the raised bezel protect?,Camera,1
71ubkZBvGuL,7e/7e5773cc.jpg,What is the product's texture?,Hard,1
71ubkZBvGuL,7e/7e5773cc.jpg,What type of design does it have?,Stylish,3
41sCbzv4POL,63/63809419.jpg,What fabric is the pillowcase made of?,Silk,1
41sCbzv4POL,63/63809419.jpg,What is the pillowcase's general shape?,Rectangular,0
41sCbzv4POL,63/63809419.jpg,What is a common color associated with gold?,Yellow,0
41sCbzv4POL,63/63809419.jpg,What part of the bed does this pillowcase cover?,Pillow,1
41sCbzv4POL,63/63809419.jpg,What is the quantity of visible pillows?,One,0
61Pw7H1Yx5L,08/0865fa49.jpg,What is the phone model compatibility?,Reno,0
61Pw7H1Yx5L,08/0865fa49.jpg,What is the screen surface protection feature?,Lip,0
61Pw7H1Yx5L,08/0865fa49.jpg,What is the thickness of the case?,Millimeters,0
61Pw7H1Yx5L,08/0865fa49.jpg,What material provides the coating finish?,Rubber,1
61Pw7H1Yx5L,08/0865fa49.jpg,What is a potential cause of phone damage?,Sweat,1
815Z5miP+qL,27/27d93489.jpg,What pattern is visible on the bow tie?,Paisley,1
815Z5miP+qL,27/27d93489.jpg,What type of neckwear is pictured?,Bowtie,1
815Z5miP+qL,27/27d93489.jpg,What is the predominant color?,Gray,0
815Z5miP+qL,27/27d93489.jpg,What is the shape of the pictured item?,Butterfly,0
815Z5miP+qL,27/27d93489.jpg,How many distinct colors appear on the bow tie?,Two,1
71-yd5RKR9L,92/92907b91.jpg,What material is the back case made from?,Hard,1
71-yd5RKR9L,92/92907b91.jpg,Which brand of phone is the case designed for?,Sony,0
71-yd5RKR9L,92/92907b91.jpg,How many buttons are cut out?,Volume,0
71-yd5RKR9L,92/92907b91.jpg,What is the design style of the cover?,Stylish,0
71-yd5RKR9L,92/92907b91.jpg,What color is the background of the phone case?,Pink,1
81U8Dhu8auL,cc/cc052bd6.jpg,What color is the upholstery?,Flannel,0
81U8Dhu8auL,cc/cc052bd6.jpg,What is the material of the stool base?,Brass,2
81U8Dhu8auL,cc/cc052bd6.jpg,How many years is the warranty period?,One,0
81U8Dhu8auL,cc/cc052bd6.jpg,How many inches deep is the seat?,12.6,1
81U8Dhu8auL,cc/cc052bd6.jpg,What fills the cushions?,Feathers,0
81lBHn24c+L,c3/c312db9a.jpg,What brand is the phone case designed for?,Samsung,0
81lBHn24c+L,c3/c312db9a.jpg,What color is the green vegetation on the cliff?,Green,1
81lBHn24c+L,c3/c312db9a.jpg,How many camera holes are visible on the back of the phone case?,One,0
81lBHn24c+L,c3/c312db9a.jpg,What part of the phone does the raised bezel protect?,Camera,0
81lBHn24c+L,c3/c312db9a.jpg,What material is listed for the back case?,Hard,0
71lNFjPh33L,8a/8a4230aa.jpg,What brand is on the case?,Apple,0
71lNFjPh33L,8a/8a4230aa.jpg,What material is the phone case made from?,Hard,1
71lNFjPh33L,8a/8a4230aa.jpg,What is the design described as?,Stylish,0
71lNFjPh33L,8a/8a4230aa.jpg,How many cameras are visible on the phone?,Three,1
71lNFjPh33L,8a/8a4230aa.jpg,What type of ports have cutouts?,Charging,0
